L 01/24/2023 - 14:38:27: SourceMod log file session started (file "/root/Steam/steamapps/common/Left 4 Dead 2 Dedicated Server/left4dead2/addons/sourcemod/logs/L20230124.log") (Version "1.11.0.6825")
L 01/24/2023 - 14:38:27: [l4d2_playtime_interface.smx] Failed to retrieve response (GetOwnedGames) - HTTPStatus: 0
L 01/24/2023 - 14:38:37: [l4d2_playtime_interface.smx] Failed to retrieve response (GetUserStatsForGame) - HTTPStatus: 0
L 01/24/2023 - 14:38:38: [cannounce.smx] Player emileseb5 <STEAM_1:0:632143659> connected from country China (CN), IP 220.177.69.150
L 01/24/2023 - 14:39:06: [confoglcompmod.smx] [PasswordSystem] Set password on emileseb5, password 
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitrate") (value "2")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "60000")
L 01/24/2023 - 14:52:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.0001")
L 01/24/2023 - 14:52:37: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/24/2023 - 14:52:38: -------- Mapchange to c8m5_rooftop --------
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname} >>")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitrate") (value "2")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "60000")
L 01/24/2023 - 14:52:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.0001")
L 01/24/2023 - 14:52:40: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/24/2023 - 14:52:44: -------- Mapchange to c8m5_rooftop --------
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname} >>")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitrate") (value "2")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "60000")
L 01/24/2023 - 14:52:44: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.0001")
L 01/24/2023 - 14:52:46: -------- Mapchange to c8m1_apartment --------
L 01/24/2023 - 18:21:59: [l4d2_playtime_interface.smx] Failed to retrieve response (GetUserStatsForGame) - HTTPStatus: 403
L 01/24/2023 - 18:22:28: [cannounce.smx] Player 自傷無色 <STEAM_1:1:577251180> connected from country China (CN), IP 27.189.42.198
L 01/24/2023 - 18:22:49: [cannounce.smx] Player 自傷無色 <STEAM_1:1:577251180> from country China (CN) disconnected from IP 27.189.42.198reason: Disconnect by user.
L 01/24/2023 - 18:22:49: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/24/2023 - 18:22:49: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/24/2023 - 18:22:51: [linux_auto_restart.smx] Last one player left the server, Restart server now
L 01/24/2023 - 18:22:51: [linux_auto_restart.smx] Last one player left the server, Restart server now
L 01/24/2023 - 18:23:04: SourceMod log file session started (file "/root/Steam/steamapps/common/Left 4 Dead 2 Dedicated Server/left4dead2/addons/sourcemod/logs/L20230124.log") (Version "1.11.0.6825")
L 01/24/2023 - 18:23:04: [GEOIP] GeoIP2 database loaded: GeoLite2-City (2019-12-17 20:01:26 UTC)
L 01/24/2023 - 18:23:04: [GEOIP] GeoIP2 supported languages: de en es fr ja pt-BR ru zh-CN
L 01/24/2023 - 18:23:04: [GEOIPCITY] GeoIPCity database info: GEO-533LITE 20150106 Build 1 Copyright (c) 2015 MaxMind Inc All Rights Reserved
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/24/2023 - 18:23:06: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname} >>")
L 01/25/2023 - 14:55:11: Log file closed.
